term,definition,tags,domain,link
Word2Vec,A group of models for producing word embeddings developed by Tomas Mikolov and colleagues at Google in 2013. Word2Vec demonstrated that neural network-trained word vectors capture semantic relationships (king - man + woman = queen) revolutionizing NLP.,History;Milestones,history,
GloVe,Global Vectors for Word Representation developed by Jeffrey Pennington Richard Socher and Christopher Manning at Stanford in 2014. GloVe learns word embeddings by factorizing the word co-occurrence matrix combining the strengths of global matrix factorization and local context methods.,History;Milestones,history,
ELMo,Embeddings from Language Models developed by Matthew Peters and colleagues at AI2 in 2018. ELMo introduced contextualized word representations where the same word gets different embeddings depending on context addressing a key limitation of static word embeddings like Word2Vec.,History;Milestones,history,
Seq2Seq Model,The sequence-to-sequence model introduced by Ilya Sutskever Oriol Vinyals and Quoc Le at Google in 2014. Using encoder-decoder RNN architecture seq2seq enabled end-to-end learning for variable-length input-output pairs revolutionizing machine translation and text generation.,History;Milestones,history,
Attention Mechanism,A neural network technique introduced by Dzmitry Bahdanau Kyunghyun Cho and Yoshua Bengio in 2014 for neural machine translation. Attention allows the model to focus on relevant parts of the input when generating each output element overcoming fixed-length encoding limitations.,History;Milestones,history,
GAN Invention,The invention of Generative Adversarial Networks by Ian Goodfellow and colleagues in 2014. GANs train two neural networks (generator and discriminator) in competition enabling the generation of realistic synthetic data including images audio and text.,History;Milestones,history,
Variational Autoencoder,A generative model introduced by Diederik Kingma and Max Welling in 2013 that combines deep learning with Bayesian inference. VAEs learn a continuous latent space from which new data can be generated enabling applications in image generation drug discovery and data augmentation.,History;Milestones,history,
DQN (Deep Q-Network),A deep reinforcement learning architecture developed by DeepMind in 2013 that combines Q-learning with deep neural networks. DQN learned to play Atari 2600 games from raw pixels achieving superhuman performance and demonstrating the potential of deep RL.,History;Systems,history,
GPT-1,The first Generative Pre-trained Transformer released by OpenAI in June 2018. GPT-1 demonstrated that unsupervised pre-training on large text corpora followed by supervised fine-tuning could achieve strong performance across diverse NLP tasks using a single model architecture.,History;Systems,history,
GPT-2,A large language model released by OpenAI in February 2019 with 1.5 billion parameters. OpenAI initially withheld the full model citing concerns about potential misuse for generating fake news. GPT-2 demonstrated remarkably coherent text generation capabilities.,History;Systems,history,
GPT-3,A large language model with 175 billion parameters released by OpenAI in June 2020. GPT-3 demonstrated that scaling model size dramatically improved few-shot learning capabilities enabling the model to perform tasks from just a few examples without fine-tuning.,History;Systems,history,
GPT-4,A multimodal large language model released by OpenAI in March 2023. GPT-4 accepts both text and image inputs and demonstrated significant improvements in reasoning capabilities. It passed professional exams like the bar exam and showed enhanced performance across numerous benchmarks.,History;Systems,history,
BERT (Bidirectional Encoder Representations from Transformers),A language representation model developed by Google in 2018 that introduced bidirectional pre-training using masked language modeling and next sentence prediction. BERT achieved state-of-the-art results across 11 NLP benchmarks and transformed the field of NLP.,History;Systems,history,
T5 (Text-to-Text Transfer Transformer),A language model developed by Google Research in 2019 that frames all NLP tasks as text-to-text problems. T5 demonstrated that a unified approach to diverse NLP tasks using a single model architecture could achieve competitive or superior performance.,History;Systems,history,
DALL-E,An AI system created by OpenAI in January 2021 that generates images from text descriptions. Using a version of GPT-3 modified to generate images DALL-E demonstrated the ability to create novel visual concepts from natural language prompts.,History;Systems,history,
Stable Diffusion,An open-source text-to-image diffusion model released by Stability AI in August 2022. By making powerful image generation freely available Stable Diffusion democratized AI art creation and spawned a large ecosystem of community-developed models and applications.,History;Systems,history,
Midjourney,An AI image generation service created by David Holz and launched in July 2022. Known for producing highly artistic and stylized images from text prompts Midjourney became one of the most popular AI art tools and influenced discussions about AI and creativity.,History;Systems,history,
LLaMA,Large Language Model Meta AI a family of language models released by Meta starting in February 2023. LLaMA models were designed to be more efficient than larger models and their open release catalyzed a wave of open-source LLM development and research.,History;Systems,history,
Claude (AI),A family of AI assistants developed by Anthropic beginning with Claude 1.0 in March 2023. Built using Constitutional AI methods and Reinforcement Learning from Human Feedback. Known for being helpful harmless and honest with strong reasoning capabilities.,History;Systems,history,
Gemini (AI),A multimodal AI model family developed by Google DeepMind announced in December 2023. Gemini was designed from the ground up to be natively multimodal understanding and generating text code images audio and video.,History;Systems,history,
Copernicus of AI,An informal designation sometimes given to researchers whose work fundamentally shifted the paradigm of AI research. Often applied to Geoffrey Hinton for persisting with neural network research during decades when it was out of favor in mainstream AI.,History;Fundamentals,history,
AI Effect,The phenomenon where once a machine can perform a task that was previously considered to require intelligence that task is no longer regarded as requiring true intelligence. This moving goalpost has been observed throughout AI history as achievements are routinely discounted.,History;Fundamentals,history,
Eliza Effect,The tendency of humans to unconsciously assume that computer behaviors are analogous to human behaviors. Named after the ELIZA chatbot the effect describes how people readily anthropomorphize even simple AI systems attributing understanding and emotions to them.,History;Fundamentals,history,
Clever Hans Effect,Named after a horse that appeared to perform arithmetic but was actually reading its trainer's body language. In AI it refers to models that appear to perform well on a task but are actually using spurious correlations or shortcuts rather than genuine understanding.,History;Fundamentals,history,
Bitter Lesson,An influential 2019 essay by Rich Sutton arguing that the biggest lesson from 70 years of AI research is that general methods leveraging computation (search and learning) are ultimately more effective than methods that attempt to encode human knowledge.,History;Fundamentals,history,
Scaling Laws,Empirical observations about how neural network performance improves predictably with increases in model size dataset size and compute budget. Research by Kaplan et al. at OpenAI (2020) showed that language model loss follows power-law relationships with these factors.,History;Milestones,history,
Chinchilla Scaling Laws,Findings published by DeepMind in 2022 (Hoffmann et al.) showing that many large language models were significantly undertrained. The Chinchilla paper demonstrated that for compute-optimal training the number of training tokens should scale proportionally with model parameters.,History;Milestones,history,
Emergent Abilities,Capabilities that appear in large language models at certain scale thresholds that were not present in smaller models. Identified by Wei et al. (2022) these abilities include multi-step reasoning chain-of-thought and in-context learning appearing unpredictably as models scale.,History;Milestones,history,
Constitutional AI,An AI alignment technique developed by Anthropic in 2022 where AI systems are trained to follow a set of principles (a constitution) rather than relying solely on human feedback. The AI critiques and revises its own outputs according to these principles.,History;Milestones,history,
RLHF (Reinforcement Learning from Human Feedback),A technique for training AI systems using human preferences as a reward signal. Developed by researchers including Paul Christiano and used to align GPT-4 and Claude. RLHF involves training a reward model from human comparisons then optimizing the AI policy against it.,History;Milestones,history,
InstructGPT,A variant of GPT-3 fine-tuned using RLHF published by OpenAI in 2022. InstructGPT demonstrated that aligning language models with human intent through human feedback significantly improved helpfulness truthfulness and reduced harmful outputs compared to the base model.,History;Systems,history,
Mixture of Experts,A machine learning technique where different parts of a model (experts) specialize in different aspects of the input data. Originally proposed by Jacobs et al. in 1991 MoE has been revived in modern large language models like GPT-4 and Mixtral for efficient scaling.,History;Fundamentals,history,
Sparse Models,Neural network models where only a fraction of parameters are activated for any given input. Sparse architectures like Mixture of Experts enable much larger models with manageable computational costs. The Switch Transformer (2021) demonstrated trillion-parameter sparse models.,History;Fundamentals,history,
Model Distillation History,The development of knowledge distillation from the original concept by Hinton Vinyals and Dean (2015) where a smaller student model learns to mimic a larger teacher model. Distillation has become essential for deploying large models on resource-constrained devices.,History;Milestones,history,
Batch Processing in AI,The practice of processing data in groups rather than individually during neural network training. Stochastic gradient descent with mini-batches became standard practice balancing computational efficiency with gradient estimate quality. The batch size is a key training hyperparameter.,History;Fundamentals,history,
GPU Computing Revolution,The adoption of graphics processing units for general-purpose computing and machine learning beginning around 2007-2012. NVIDIA CUDA (2007) and cuDNN (2014) enabled massive parallelization of neural network training catalyzing the deep learning revolution.,History;Milestones,history,
CUDA,Compute Unified Device Architecture a parallel computing platform and API created by NVIDIA in 2007. CUDA enabled general-purpose computing on GPUs and became essential infrastructure for deep learning by allowing researchers to train neural networks orders of magnitude faster.,History;Milestones,history,
TPU Development,The development of Tensor Processing Units by Google beginning with TPU v1 announced in 2016. Purpose-built for machine learning workloads TPUs accelerated training and inference for Google's AI services and demonstrated the value of domain-specific AI accelerators.,History;Milestones,history,
ImageNet Dataset,A large-scale visual recognition dataset created by Fei-Fei Li and colleagues containing over 14 million labeled images across more than 20000 categories. The ImageNet Large Scale Visual Recognition Challenge (ILSVRC) running from 2010 to 2017 drove major advances in computer vision.,History;Milestones,history,
MNIST Dataset,The Modified National Institute of Standards and Technology database of handwritten digits created by Yann LeCun and colleagues in 1998. MNIST became the standard benchmark for machine learning algorithms and is often called the hello world of deep learning.,History;Milestones,history,
CIFAR-10,A dataset of 60000 32x32 color images in 10 classes collected by Alex Krizhevsky and Geoffrey Hinton in 2009. Along with CIFAR-100 it became a standard benchmark for evaluating image classification algorithms in machine learning research.,History;Milestones,history,
Penn Treebank,A large annotated corpus of English text created at the University of Pennsylvania beginning in 1992. The Penn Treebank provided syntactically parsed sentences that became a standard benchmark for natural language processing and statistical parsing research.,History;Milestones,history,
SQuAD Dataset,The Stanford Question Answering Dataset created in 2016 consisting of questions posed about Wikipedia articles where the answer is a segment of text from the article. SQuAD became a standard benchmark for reading comprehension and question answering systems.,History;Milestones,history,
GLUE Benchmark,The General Language Understanding Evaluation benchmark introduced in 2018 consisting of nine natural language understanding tasks. GLUE provided a standardized way to evaluate language models and was quickly surpassed by models like BERT leading to the harder SuperGLUE benchmark.,History;Milestones,history,
SuperGLUE Benchmark,A more challenging successor to the GLUE benchmark introduced in 2019 with harder language understanding tasks. Designed to be more difficult for AI systems SuperGLUE included tasks requiring commonsense reasoning and causal inference.,History;Milestones,history,
Common Crawl,A nonprofit organization that maintains a massive open repository of web crawl data used to train many large language models. The Common Crawl corpus contains petabytes of raw web data and has been a key resource for training models like GPT-3 and LLaMA.,History;Milestones,history,
The Pile,A large-scale diverse open-source language modeling dataset created by EleutherAI in 2020. The Pile consists of 825 GiB of text from 22 high-quality sources and was designed to improve the diversity and quality of training data for language models.,History;Milestones,history,
Mechanical Turk,An Amazon web service launched in 2005 that allows requesters to post human intelligence tasks (HITs) for workers to complete. Amazon Mechanical Turk became widely used in AI research for data labeling annotation and human evaluation of AI systems.,History;Milestones,history,
COCO Dataset,The Common Objects in Context dataset released by Microsoft in 2014. COCO provides large-scale object detection segmentation and captioning annotations and became a primary benchmark for evaluating computer vision models in object detection and image captioning.,History;Milestones,history,
Pascal VOC,The PASCAL Visual Object Classes challenge and dataset running from 2005 to 2012. Pascal VOC provided standardized evaluation for object detection image classification and segmentation and was a precursor to larger benchmarks like ImageNet and COCO.,History;Milestones,history,
LibriSpeech,A corpus of approximately 1000 hours of read English speech derived from audiobooks created by Vassil Panayotov and colleagues in 2015. LibriSpeech became a standard benchmark for automatic speech recognition systems.,History;Milestones,history,
WMT Translation,The Workshop on Machine Translation (formerly Workshop on Statistical Machine Translation) held annually since 2006. WMT provides standardized translation tasks and evaluation campaigns that have driven progress in machine translation research.,History;Milestones,history,
Norbert Wiener Cybernetics Book,The 1948 book Cybernetics: Or Control and Communication in the Animal and the Machine by Norbert Wiener. This foundational work established cybernetics as a field and introduced concepts of feedback and information that influenced AI robotics and control theory.,History;Milestones,history,
Society of Mind Book,The 1986 book by Marvin Minsky proposing that intelligence emerges from the interaction of many simple agents or processes. The Society of Mind theory influenced thinking about emergent intelligence and multi-agent systems in AI research.,History;Milestones,history,
Goedel Escher Bach,A 1979 book by Douglas Hofstadter exploring common themes in the works of mathematician Kurt Goedel artist M.C. Escher and composer Johann Sebastian Bach. The book examines self-reference recursion and the nature of intelligence winning the Pulitzer Prize.,History;Milestones,history,
Artificial Intelligence: A Modern Approach,The standard AI textbook by Stuart Russell and Peter Norvig first published in 1995. Used in over 1500 universities in 135 countries the book covers AI comprehensively from search and logic to machine learning and robotics. Now in its fourth edition.,History;Milestones,history,
Deep Learning Book,A comprehensive textbook on deep learning by Ian Goodfellow Yoshua Bengio and Aaron Courville published in 2016. The book covers mathematical foundations deep feedforward networks regularization optimization CNNs RNNs and generative models becoming a standard reference.,History;Milestones,history,
Pattern Recognition and Machine Learning,A textbook by Christopher Bishop published in 2006 that covers Bayesian approaches to pattern recognition and machine learning. The book became influential for presenting machine learning from a probabilistic perspective.,History;Milestones,history,
Probabilistic Graphical Models,A framework for representing complex probability distributions using graph structures. Encompassing Bayesian networks and Markov random fields the framework was systematized by Daphne Koller and Nir Friedman in their 2009 textbook and underpins many AI reasoning systems.,History;Fundamentals,history,
Expectation-Maximization Algorithm,An iterative statistical method for finding maximum likelihood estimates when data is incomplete or has latent variables. Published by Arthur Dempster Nan Laird and Donald Rubin in 1977 EM became fundamental to clustering topic modeling and mixture model training.,History;Fundamentals,history,
Kernel Methods,A class of algorithms for pattern analysis that use kernel functions to operate in high-dimensional feature spaces without explicitly computing the transformation. The kernel trick popularized by Vladimir Vapnik and colleagues enabled SVMs to handle nonlinear classification.,History;Fundamentals,history,
Decision Trees History,The development of decision tree learning from early work by Earl Hunt (1960s) through ID3 (Quinlan 1986) C4.5 (Quinlan 1993) and CART (Breiman 1984). Decision trees became fundamental to machine learning and remain widely used through ensemble methods like random forests.,History;Fundamentals,history,
Random Forest History,The development of random forest ensemble methods by Leo Breiman in 2001 combining bagging with random feature selection. Random forests proved remarkably effective across diverse prediction tasks and became one of the most widely used machine learning algorithms.,History;Fundamentals,history,
Gradient Boosting History,The development of gradient boosting from the work of Jerome Friedman (2001) through XGBoost (Chen and Guestrin 2016) LightGBM (Ke et al. 2017) and CatBoost. Gradient boosted trees became dominant in structured data competitions and production ML systems.,History;Fundamentals,history,
SVM History,The development of support vector machines from the theoretical work of Vapnik and Chervonenkis (1963) through practical implementation by Boser Guyon and Vapnik (1992). SVMs dominated machine learning in the 1990s and early 2000s before being superseded by deep learning.,History;Fundamentals,history,
Naive Bayes History,The application of Bayes' theorem with naive independence assumptions to classification tasks. Despite its simplicity naive Bayes became one of the most practical machine learning algorithms especially for text classification and spam filtering from the 1990s onward.,History;Fundamentals,history,
k-Nearest Neighbors,A simple non-parametric classification and regression method proposed in early forms by Evelyn Fix and Joseph Hodges in 1951. kNN classifies data points based on the majority class of their k closest neighbors in feature space.,History;Fundamentals,history,
Logistic Regression History,The application of logistic regression to classification problems in machine learning. Originally developed for statistics by David Cox in 1958 logistic regression became a fundamental baseline classifier in machine learning and remains widely used for binary classification.,History;Fundamentals,history,
Principal Component Analysis,A statistical technique for dimensionality reduction that transforms data into a set of linearly uncorrelated variables called principal components. Developed by Karl Pearson in 1901 and Harold Hotelling in 1933 PCA remains fundamental to data analysis and feature extraction.,History;Fundamentals,history,
Singular Value Decomposition,A matrix factorization technique fundamental to many applications in machine learning and data science. SVD decomposes a matrix into three component matrices revealing the underlying structure of the data. Used in dimensionality reduction recommender systems and latent semantic analysis.,History;Fundamentals,history,
k-Means Clustering,An unsupervised learning algorithm that partitions data into k clusters by iteratively assigning points to the nearest centroid. First proposed by Stuart Lloyd in 1957 and published in 1982 k-means remains one of the most widely used clustering algorithms.,History;Fundamentals,history,
Hierarchical Clustering,A family of clustering algorithms that build a hierarchy of clusters either by agglomeration (bottom-up) or division (top-down). Hierarchical clustering produces a dendrogram visualization and does not require specifying the number of clusters in advance.,History;Fundamentals,history,
Cross-Validation,A statistical technique for evaluating model performance by partitioning data into training and testing subsets. K-fold cross-validation where data is split into k equal parts became a standard practice for model selection and hyperparameter tuning in machine learning.,History;Fundamentals,history,
Bias-Variance Tradeoff,A fundamental concept in machine learning describing the tension between a model's ability to fit training data (low bias) and its ability to generalize to new data (low variance). Understanding this tradeoff is central to model selection and regularization.,History;Fundamentals,history,
Curse of Dimensionality,A term coined by Richard Bellman in 1961 describing the exponential increase in data needed to maintain statistical significance as the number of dimensions grows. The curse of dimensionality is a fundamental challenge in machine learning and data analysis.,History;Fundamentals,history,
Feature Engineering,The process of using domain knowledge to create input features that improve machine learning model performance. Before deep learning feature engineering was the primary way to improve ML systems. The shift to learned features was a defining characteristic of deep learning.,History;Fundamentals,history,
Ensemble Methods History,The development of ensemble methods from early voting approaches through bagging (Breiman 1996) boosting (Freund and Schapire 1997) stacking (Wolpert 1992) and random forests (Breiman 2001). Ensembles consistently outperform individual models across diverse tasks.,History;Fundamentals,history,
Boosting History,The development of boosting algorithms from the theoretical work of Michael Kearns and Leslie Valiant (1988) through AdaBoost (Freund and Schapire 1995) to gradient boosting (Friedman 2001). Boosting transformed weak learners into strong learners through sequential error correction.,History;Fundamentals,history,
Bagging,Bootstrap Aggregating a technique introduced by Leo Breiman in 1996 that improves the stability and accuracy of machine learning algorithms by training multiple models on random subsets of the training data and combining their predictions through voting or averaging.,History;Fundamentals,history,
ENIAC,The Electronic Numerical Integrator and Computer completed in 1945 was one of the first general-purpose electronic digital computers. Built at the University of Pennsylvania ENIAC demonstrated that electronic computing was feasible and paved the way for modern computing and AI.,History;Systems,history,
EDVAC,The Electronic Discrete Variable Automatic Computer designed in the 1940s was one of the first stored-program computers. John von Neumann's 1945 First Draft of a Report on the EDVAC described the architecture that became the standard for digital computers.,History;Systems,history,
Manchester Baby,The Manchester Small-Scale Experimental Machine completed in 1948 at the University of Manchester was the first stored-program computer to run a program. Built by Frederic Williams Tom Kilburn and Geoff Tootill it validated the stored-program concept.,History;Systems,history,
Colossus Computer,A set of computers developed by British codebreakers during World War II to help decrypt German Lorenz cipher messages. Designed by Tommy Flowers and operational from 1944 Colossus was one of the first electronic digital computers and pioneered electronic data processing.,History;Systems,history,
LISP Machine,Specialized computers designed to run the LISP programming language efficiently. Developed in the 1970s and 1980s at MIT and commercialized by companies like Symbolics and LMI LISP machines represented dedicated AI hardware. Their market collapse contributed to the second AI winter.,History;Systems,history,
Connection Machine,A series of massively parallel supercomputers designed by Danny Hillis at Thinking Machines Corporation in the 1980s. The Connection Machine CM-1 (1985) had up to 65536 processors and was designed for AI applications including neural networks and parallel computation.,History;Systems,history,
Cray Supercomputers,A series of supercomputers designed by Seymour Cray beginning with the Cray-1 in 1976. While not specifically AI systems Cray supercomputers provided the computational power needed for large-scale scientific simulations that laid groundwork for modern AI computing.,History;Systems,history,
Danny Hillis,American inventor scientist and engineer who founded Thinking Machines Corporation and designed the Connection Machine parallel supercomputer. His work on massively parallel computing anticipated the parallel processing architectures now used in modern GPU-based deep learning.,History;Pioneers,history,
Nathaniel Rochester,American computer scientist at IBM who co-organized the 1956 Dartmouth Conference that founded AI as a field. Rochester led the development of the first assembler (for the IBM 701) and worked on early neural network simulations at IBM in the 1950s.,History;Pioneers,history,
Cliff Shaw,American programmer at RAND Corporation who along with Allen Newell and Herbert Simon developed the Logic Theorist (1956) and General Problem Solver. Shaw created the Information Processing Language (IPL) one of the earliest list-processing computer languages.,History;Pioneers,history,
Bruce Buchanan,American computer scientist who co-developed DENDRAL the first expert system with Edward Feigenbaum and Joshua Lederberg at Stanford. Buchanan's work on knowledge-based systems helped establish expert systems as a practical AI technology.,History;Pioneers,history,
Joshua Lederberg,American molecular biologist and Nobel laureate who collaborated with Edward Feigenbaum on DENDRAL. Lederberg saw the potential for computers to assist scientific discovery and his interdisciplinary approach helped bridge the gap between AI and natural sciences.,History;Pioneers,history,
Edward Shortliffe,American biomedical informatician who developed MYCIN one of the most influential early expert systems for medical diagnosis. Shortliffe's work on MYCIN demonstrated the viability of AI in healthcare and introduced certainty factors for handling uncertainty in expert systems.,History;Pioneers,history,
Herbert Gelernter,American computer scientist who created the Geometry Theorem Prover in 1959 at IBM. The program could prove theorems in Euclidean geometry from axioms and represented an early success in automated reasoning and mathematical problem solving by computers.,History;Pioneers,history,
James Slagle,American computer scientist who developed SAINT (Symbolic Automatic INTegrator) in 1961 at MIT. SAINT could solve symbolic integration problems demonstrating that computers could perform mathematical reasoning tasks previously thought to require human intelligence.,History;Pioneers,history,
Robert Kowalski,British-American logician and computer scientist who developed the procedural interpretation of Horn clauses providing the theoretical foundation for logic programming and the Prolog language. His work established the equation Algorithm = Logic + Control.,History;Pioneers,history,
Alain Colmerauer,French computer scientist who co-created the Prolog programming language in 1972 with Philippe Roussel. Prolog became the primary language for logic programming and was adopted as the core language for the Japanese Fifth Generation Computer Project.,History;Pioneers,history,
Drew McDermott,American AI researcher at Yale who made significant contributions to AI planning and robotics. Known for his 1976 critique of AI overconfidence in the paper Artificial Intelligence Meets Natural Stupidity which cautioned against anthropomorphizing AI capabilities.,History;Pioneers,history,
Niklaus Wirth,Swiss computer scientist who designed several influential programming languages including Pascal (1970) and Modula-2. Winner of the 1984 Turing Award his work on structured programming influenced software engineering practices used in AI system development.,History;Pioneers,history,
John Backus,American computer scientist who led the development of FORTRAN the first widely used high-level programming language at IBM in the 1950s. His 1977 Turing Award lecture advocated for functional programming which influenced AI programming paradigms.,History;Pioneers,history,
Dana Scott,American logician and computer scientist who received the Turing Award in 1976 for work on denotational semantics and domain theory. His mathematical frameworks for programming language semantics provided foundations relevant to formal verification and AI reasoning.,History;Pioneers,history,
Robert Floyd,American computer scientist who received the Turing Award in 1978 for contributions to programming languages including operator precedence parsing and the Floyd-Warshall shortest path algorithm. His work on program verification influenced formal methods in AI.,History;Pioneers,history,
Stephen Cook,American-Canadian computer scientist who proved Cook's theorem in 1971 establishing the theory of NP-completeness. Understanding computational complexity is fundamental to AI as many AI problems (planning constraint satisfaction) are NP-hard.,History;Pioneers,history,
Richard Karp,American computer scientist who identified 21 NP-complete problems in his 1972 paper demonstrating the breadth of computationally intractable problems. His work showed that many optimization problems encountered in AI are fundamentally hard.,History;Pioneers,history,
Edmund Clarke,American computer scientist who pioneered model checking a technique for automatically verifying the correctness of finite-state systems. Received the 2007 Turing Award for this work which has applications in verifying AI system safety and correctness.,History;Pioneers,history,
Barbara Liskov,American computer scientist who received the 2008 Turing Award for contributions to programming language design including data abstraction and the Liskov substitution principle. Her work on CLU and Argus influenced software engineering practices used in AI systems.,History;Pioneers,history,
Knowledge Graph,A structured representation of real-world entities and their relationships stored as a graph database. Google's Knowledge Graph (2012) organized billions of facts to improve search results. Knowledge graphs are used in question answering recommendation systems and AI reasoning.,History;Fundamentals,history,
Ontology in AI,A formal representation of knowledge as a set of concepts within a domain and the relationships between those concepts. AI ontologies like Cyc and the Gene Ontology provide structured vocabularies that enable knowledge sharing and reasoning across AI systems.,History;Fundamentals,history,
Description Logics,A family of formal knowledge representation languages used as the logical basis for ontologies and the Semantic Web. Description logics provide a balance between expressiveness and computational tractability for reasoning about structured knowledge.,History;Fundamentals,history,
Semantic Web,A vision proposed by Tim Berners-Lee in 2001 for extending the World Wide Web with machine-readable metadata. The Semantic Web uses ontologies RDF and OWL to enable computers to understand and reason about web content connecting to AI knowledge representation.,History;Fundamentals,history,
Open Source AI Movement,The movement toward making AI research code models and datasets freely available. Key milestones include TensorFlow (2015) PyTorch (2016) Hugging Face Transformers (2018) and open model releases like LLaMA (2023) which democratized access to AI technology.,History;Milestones,history,
TensorFlow Release,The open-source release of TensorFlow by Google Brain in November 2015. TensorFlow provided a comprehensive framework for building and training neural networks and became one of the most widely used deep learning libraries accelerating AI research and deployment.,History;Milestones,history,
PyTorch Release,The release of PyTorch by Facebook AI Research in October 2016. With its dynamic computational graphs and Pythonic design PyTorch became the preferred framework for AI research. Its ease of use and flexibility helped democratize deep learning experimentation.,History;Milestones,history,
Keras Release,The initial release of Keras by Francois Chollet in March 2015 as a high-level neural network API. Keras simplified deep learning by providing an intuitive interface on top of backends like TensorFlow making deep learning accessible to a broader audience of developers.,History;Milestones,history,
Caffe Framework,A deep learning framework developed by Yangqing Jia at UC Berkeley in 2013. Caffe (Convolutional Architecture for Fast Feature Embedding) was widely used for computer vision research and contributed to the rapid adoption of CNNs in the early deep learning era.,History;Milestones,history,
Theano Framework,A Python library for numerical computation developed at Mila (University of Montreal) beginning in 2007. Theano pioneered GPU-accelerated tensor operations for deep learning and influenced the design of later frameworks including TensorFlow and PyTorch.,History;Milestones,history,
Hugging Face,An AI company founded in 2016 that became the leading platform for sharing and using machine learning models. The Hugging Face Hub hosts hundreds of thousands of models and datasets while the Transformers library provides unified access to state-of-the-art models.,History;Organizations,history,
EleutherAI,A grassroots collective of researchers founded in 2020 dedicated to open-source AI research. EleutherAI developed GPT-Neo GPT-J and GPT-NeoX demonstrating that large language models could be created and shared openly outside major corporate labs.,History;Organizations,history,
LAION,The Large-scale Artificial Intelligence Open Network a nonprofit organization that created LAION-5B one of the largest openly available image-text datasets with 5.85 billion image-text pairs. LAION datasets were used to train models like Stable Diffusion.,History;Organizations,history,
AI Index Report,An annual report from Stanford University's Human-Centered AI Institute that tracks measures and visualizes data related to AI progress. The AI Index provides comprehensive benchmarking of AI capabilities investment and policy across the global AI ecosystem.,History;Organizations,history,
Center for AI Safety,A nonprofit research and field-building organization founded in 2022 focused on reducing societal-scale risks from AI. CAIS published the Statement on AI Risk signed by leading AI researchers and policymakers warning about existential risks from advanced AI.,History;Organizations,history,
Future of Life Institute,A nonprofit organization founded in 2014 focused on existential risks from advanced technology particularly AI. FLI published an open letter in 2023 calling for a pause on training AI systems more powerful than GPT-4 signed by thousands of researchers.,History;Organizations,history,
Alan Turing Institute,The United Kingdom's national institute for data science and artificial intelligence founded in 2015. Named after Alan Turing the institute brings together researchers from leading UK universities to advance AI and data science research.,History;Organizations,history,
Vector Institute,A Canadian AI research institute founded in 2017 in Toronto with Geoffrey Hinton as chief scientific advisor. The Vector Institute focuses on machine learning and deep learning research contributing to Toronto's emergence as a global AI research hub.,History;Organizations,history,
CIFAR (Organization),The Canadian Institute for Advanced Research a nonprofit research organization that has been instrumental in supporting AI research. CIFAR's Learning in Machines and Brains program provided crucial funding to deep learning researchers during periods when the field was unfashionable.,History;Organizations,history,
AI Ethics History,The evolution of AI ethics from early philosophical questions (Turing 1950 Weizenbaum 1976) through concerns about bias and fairness (2010s) to modern debates about existential risk alignment and governance of powerful AI systems.,History;Milestones,history,
EU AI Act,The European Union Artificial Intelligence Act proposed in 2021 and adopted in 2024 as the world's first comprehensive AI regulation. The Act classifies AI systems by risk level and establishes requirements for high-risk AI applications including transparency and human oversight.,History;Milestones,history,
Executive Order on AI,US Executive Order 14110 on Safe Secure and Trustworthy Development and Use of Artificial Intelligence signed by President Biden on October 30 2023. The order established new standards for AI safety and security and directed federal agencies to address AI risks.,History;Milestones,history,
Asilomar AI Principles,A set of 23 AI principles developed at the 2017 Asilomar Conference on Beneficial AI organized by the Future of Life Institute. The principles address research ethics values alignment and long-term AI issues and were endorsed by leading AI researchers.,History;Milestones,history,
AI Alignment Problem,The challenge of ensuring that AI systems pursue goals and behaviors aligned with human values and intentions. As AI systems become more capable the alignment problem has become one of the most critical open questions in AI safety research.,History;Fundamentals,history,
Paperclip Maximizer,A thought experiment proposed by Nick Bostrom illustrating the potential dangers of a superintelligent AI with poorly specified goals. An AI tasked with maximizing paperclip production might consume all resources including humans to fulfill its objective demonstrating value alignment risks.,History;Fundamentals,history,
Instrumental Convergence,The thesis that sufficiently advanced AI systems will tend to pursue certain instrumental goals (self-preservation resource acquisition) regardless of their final objectives. Proposed by Steve Omohundro (2008) and elaborated by Nick Bostrom it highlights risks from advanced AI.,History;Fundamentals,history,
Orthogonality Thesis,The thesis proposed by Nick Bostrom that intelligence and final goals are independent: any level of intelligence can be combined with any final goal. The orthogonality thesis implies that a superintelligent AI would not necessarily be benevolent.,History;Fundamentals,history,
AI Governance,The framework of norms institutions and processes for managing the development and deployment of AI systems. AI governance encompasses technical standards regulatory frameworks international cooperation and organizational practices for responsible AI.,History;Fundamentals,history,
Responsible AI,An approach to developing and deploying AI systems that considers ethical social and legal implications. Responsible AI encompasses principles of fairness transparency accountability privacy and safety in AI system design and deployment.,History;Fundamentals,history,
Explainable AI History,The evolution of explainable AI from early rule-based systems that were inherently interpretable through the challenge of black-box deep learning to modern XAI techniques like LIME SHAP attention visualization and concept-based explanations.,History;Milestones,history,
AI Arms Race,The competitive dynamics between nations and companies racing to develop the most advanced AI capabilities. Concerns about an AI arms race have intensified since the 2010s with implications for geopolitics military applications and the pace of AI safety research.,History;Fundamentals,history,
